573,229,420,200,407,0
570,229,420,200,410,0
567,229,420,200,413,0
564,229,420,200,416,0
561,229,420,200,419,0
558,229,420,200,422,0
555,229,420,200,425,0
552,229,420,200,428,0
549,229,420,200,431,0
546,229,420,200,434,1
543,229,420,200,431,1
540,229,420,200,428,1
537,229,420,200,425,1
534,229,420,200,422,1
531,229,420,200,419,1
528,229,420,200,416,1
525,229,420,200,413,1
522,229,420,200,410,1
519,229,420,200,407,1
516,229,420,200,404,1
513,229,420,200,401,1
510,229,420,200,398,1
507,229,420,200,395,1
504,229,420,200,392,1
501,229,420,200,389,1
498,229,420,200,386,1
495,229,420,200,383,1
492,229,420,200,380,1
489,229,420,200,377,0
486,229,420,200,380,0
483,229,420,200,383,0
480,229,420,200,386,0
477,229,420,200,389,0
474,229,420,200,392,0
471,229,420,200,395,0
468,229,420,200,398,1
465,229,420,200,395,1
462,229,420,200,392,1
459,229,420,200,389,1
456,229,420,200,386,1
453,229,420,200,383,1
450,229,420,200,380,1
447,229,420,200,377,1
444,229,420,200,374,1
441,229,420,200,371,1
438,229,420,200,368,1
435,229,420,200,365,1
432,229,420,200,362,1
429,229,420,200,359,1
426,229,420,200,356,1
423,229,420,200,353,1
420,229,420,200,350,1
417,229,420,200,347,1
414,229,420,200,344,1
411,229,420,200,341,1
408,229,420,200,338,1
405,229,420,200,335,1
402,229,420,200,332,0
399,229,420,200,335,0
396,229,420,200,338,0
393,229,420,200,341,0
390,229,420,200,344,1
387,229,420,200,341,1
384,229,420,200,338,1
381,229,420,200,335,1
378,229,420,200,332,1
375,229,420,200,329,1
372,229,420,200,326,1
369,229,420,200,323,1
366,229,420,200,320,1
363,229,420,200,317,1
360,229,420,200,314,1
357,229,420,200,311,0
354,229,420,200,314,0
351,229,420,200,317,0
348,229,420,200,320,0
345,229,420,200,323,0
342,229,420,200,326,0
339,229,420,200,329,1
336,229,420,200,326,1
333,229,420,200,323,1
330,229,420,200,320,1
327,229,420,200,317,1
324,229,420,200,314,1
321,229,420,200,311,1
318,229,420,200,308,1
315,229,420,200,305,1
312,229,420,200,302,1
309,229,420,200,299,0
306,229,420,200,302,0
303,229,420,200,305,0
300,229,420,200,308,0
297,229,420,200,311,0
294,229,420,200,314,0
291,229,420,200,317,1
288,229,420,200,314,1
285,229,420,200,311,1
282,229,420,200,308,1
279,229,420,200,305,1
276,229,420,200,302,1
273,229,420,200,299,1
270,229,420,200,296,1
267,229,420,200,293,1
264,229,420,200,290,0
261,229,420,200,293,0
258,229,420,200,296,0
255,229,420,200,299,0
252,229,420,200,302,0
249,229,420,200,305,0
246,229,420,200,308,0
243,229,420,200,311,1
240,229,420,200,308,1
237,229,420,200,305,1
234,229,420,200,302,1
231,229,420,200,299,1
228,229,420,200,296,1
225,229,420,200,293,1
222,229,420,200,290,1
219,229,420,200,287,1
216,229,420,200,284,0
213,229,420,200,287,0
210,229,420,200,290,0
207,229,420,200,293,0
204,229,420,200,296,0
201,229,420,200,299,0
798,63,753,200,302,1
795,63,753,200,299,1
792,63,753,200,296,1
789,63,753,200,293,1
786,63,753,200,290,1
783,63,753,200,287,1
780,63,753,200,284,1
777,63,753,200,281,1
774,63,753,200,278,1
771,63,753,200,275,1
768,63,753,200,272,0
765,63,753,200,275,0
762,63,753,200,278,0
759,63,753,200,281,0
756,63,753,200,284,0
753,63,753,200,287,0
750,63,753,200,290,0
747,63,753,200,293,0
744,63,753,200,296,0
741,63,753,200,299,0
738,63,753,200,302,0
735,63,753,200,305,0
732,63,753,200,308,0
729,63,753,200,311,0
726,63,753,200,314,0
723,63,753,200,317,0
720,63,753,200,320,0
717,63,753,200,323,0
714,63,753,200,326,0
711,63,753,200,329,0
708,63,753,200,332,0
705,63,753,200,335,0
702,63,753,200,338,1
699,63,753,200,335,1
696,63,753,200,332,1
693,63,753,200,329,1
690,63,753,200,326,0
687,63,753,200,329,0
684,63,753,200,332,0
681,63,753,200,335,0
678,63,753,200,338,0
675,63,753,200,341,0
672,63,753,200,344,0
669,63,753,200,347,0
666,63,753,200,350,0
663,63,753,200,353,0
660,63,753,200,356,0
657,63,753,200,359,0
654,63,753,200,362,0
651,63,753,200,365,0
648,63,753,200,368,0
645,63,753,200,371,0
642,63,753,200,374,0
639,63,753,200,377,0
636,63,753,200,380,0
633,63,753,200,383,0
630,63,753,200,386,0
627,63,753,200,389,0
624,63,753,200,392,0
621,63,753,200,395,0
618,63,753,200,398,0
615,63,753,200,401,0
612,63,753,200,404,0
609,63,753,200,407,0
606,63,753,200,410,0
603,63,753,200,413,0
600,63,753,200,416,0
597,63,753,200,419,0
594,63,753,200,422,1
591,63,753,200,419,1
588,63,753,200,416,1
585,63,753,200,413,1
582,63,753,200,410,1
579,63,753,200,407,1
576,63,753,200,404,1
573,63,753,200,401,1
570,63,753,200,398,1
567,63,753,200,395,1
564,63,753,200,392,1
561,63,753,200,389,1
558,63,753,200,386,1
555,63,753,200,383,1
552,63,753,200,380,1
549,63,753,200,377,1
546,63,753,200,374,1
543,63,753,200,371,1
540,63,753,200,368,1
537,63,753,200,365,0
534,63,753,200,368,0
531,63,753,200,371,0
528,63,753,200,374,0
525,63,753,200,377,0
522,63,753,200,380,0
519,63,753,200,383,0
516,63,753,200,386,0
513,63,753,200,389,0
510,63,753,200,392,0
507,63,753,200,395,0
504,63,753,200,398,0
501,63,753,200,401,0
498,63,753,200,404,0
495,63,753,200,407,0
492,63,753,200,410,0
489,63,753,200,413,0
486,63,753,200,416,0
483,63,753,200,419,0
480,63,753,200,422,0
477,63,753,200,425,0
474,63,753,200,428,0
471,63,753,200,431,0
468,63,753,200,434,0
465,63,753,200,437,0
462,63,753,200,440,1
459,63,753,200,437,1
456,63,753,200,434,1
453,63,753,200,431,1
450,63,753,200,428,1
447,63,753,200,425,1
444,63,753,200,422,1
441,63,753,200,419,1
438,63,753,200,416,1
435,63,753,200,413,1
432,63,753,200,410,1
429,63,753,200,407,0
426,63,753,200,410,0
423,63,753,200,413,0
420,63,753,200,416,0
417,63,753,200,419,0
414,63,753,200,422,0
411,63,753,200,425,0
408,63,753,200,428,0
405,63,753,200,431,0
402,63,753,200,434,0
399,63,753,200,437,0
396,63,753,200,440,0
393,63,753,200,443,0
390,63,753,200,446,0
387,63,753,200,449,0
384,63,753,200,452,0
381,63,753,200,455,0
378,63,753,200,458,0
375,63,753,200,461,1
372,63,753,200,458,1
369,63,753,200,455,1
366,63,753,200,452,1
363,63,753,200,449,1
360,63,753,200,446,1
357,63,753,200,443,1
354,63,753,200,440,1
351,63,753,200,437,1
348,63,753,200,434,1
345,63,753,200,431,1
342,63,753,200,428,1
339,63,753,200,425,1
336,63,753,200,422,1
333,63,753,200,419,1
330,63,753,200,416,0
327,63,753,200,419,0
324,63,753,200,422,0
321,63,753,200,425,0
318,63,753,200,428,0
315,63,753,200,431,0
312,63,753,200,434,0
309,63,753,200,437,0
306,63,753,200,440,0
303,63,753,200,443,0
300,63,753,200,446,0
297,63,753,200,449,0
294,63,753,200,452,1
291,63,753,200,449,1
288,63,753,200,446,1
285,63,753,200,443,1
282,63,753,200,440,1
279,63,753,200,437,1
276,63,753,200,434,1
273,63,753,200,431,1
270,63,753,200,428,1
267,63,753,200,425,1
264,63,753,200,422,1
261,63,753,200,419,1
258,63,753,200,416,1
255,63,753,200,413,1
252,63,753,200,410,1
249,63,753,200,407,1
246,63,753,200,404,1
243,63,753,200,401,1
240,63,753,200,398,1
237,63,753,200,395,0
234,63,753,200,398,0
231,63,753,200,401,0
228,63,753,200,404,0
225,63,753,200,407,0
222,63,753,200,410,0
219,63,753,200,413,0
216,63,753,200,416,0
213,63,753,200,419,0
210,63,753,200,422,0
207,63,753,200,425,0
204,63,753,200,428,0
201,63,753,200,431,0
798,394,659,200,434,0
795,394,659,200,437,0
792,394,659,200,440,0
